address,type,price,details,url
"3452 W Diversey Ave #g, Chicago, IL 60647",SingleFamilyResidence,"$1,250/mo",1 bd1 ba750 sqft- Apartment for rent,https://www.zillow.com/homedetails/3452-W-Diversey-Ave-G-Chicago-IL-60647/2072714311_zpid/
"502 W Miner St, Arlington Heights, IL", 1 bd,"$1,350 1 bd", 1 bd,https://www.zillow.com/homedetails/502-W-Miner-St-Arlington-Heights-IL
"808 Crescent St, Wheaton, IL 60187",SingleFamilyResidence,$825/mo,Studio1 ba300 sqft- Apartment for rent,https://www.zillow.com/homedetails/808-Crescent-St-Wheaton-IL-60187/2079902343_zpid/
"4439 W Fullerton Ave, Chicago, IL 60639",SingleFamilyResidence,"$1,467/mo","2 bds1 ba1,500 sqft- Apartment for rent",https://www.zillow.com/homedetails/4439-W-Fullerton-Ave-Chicago-IL-60639/2101776404_zpid/
"5820 Oakwood Dr Unit 3d, Lisle, IL 60532",SingleFamilyResidence,$975/mo,Studio1 ba460 sqft- Apartment for rent,https://www.zillow.com/homedetails/5820-Oakwood-Dr-UNIT-3D-Lisle-IL-60532/63130985_zpid/
"2019 N 72nd Ct #2, Elmwood Park, IL 60707",SingleFamilyResidence,"$1,850/mo","3 bds1.5 ba1,075 sqft- Apartment for rent",https://www.zillow.com/homedetails/2019-N-72nd-Ct-2-Elmwood-Park-IL-60707/2087235974_zpid/
"4437 W Fullerton Ave #2, Chicago, IL 60639",SingleFamilyResidence,"$1,192/mo",2 bds1 ba700 sqft- Apartment for rent,https://www.zillow.com/homedetails/4437-W-Fullerton-Ave-2-Chicago-IL-60639/2097452871_zpid/
"4155 N Narragansett Ave, Chicago, IL 60634",SingleFamilyResidence,"$1,600/mo","2 bds2 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/4155-N-Narragansett-Ave-Chicago-IL-60634/2072719104_zpid/
"Briarbrook Apartment Homes | 1147 Briarbrook Dr, Wheaton, IL", 1 bd,"$1,491+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Briarbrook-Apartment-Homes---1147-Briarbrook-Dr-Wheaton-IL
"835 Curtiss St, Downers Grove, IL 60515",SingleFamilyResidence,"$1,199/mo",1 bd1 ba800 sqft- Apartment for rent,https://www.zillow.com/homedetails/835-Curtiss-St-Downers-Grove-IL-60515/2079738015_zpid/
"4003 W Palmer St #2, Chicago, IL 60639",SingleFamilyResidence,"$1,095/mo",2 bds1 ba800 sqft- Apartment for rent,https://www.zillow.com/homedetails/4003-W-Palmer-St-2-Chicago-IL-60639/2072726404_zpid/
"3903 W Shakespeare Ave #2w, Chicago, IL 60647",SingleFamilyResidence,"$1,700/mo",2 bds1 ba725 sqft- Apartment for rent,https://www.zillow.com/homedetails/3903-W-Shakespeare-Ave-2W-Chicago-IL-60647/2086809602_zpid/
"2801 N Keating Ave #2801306, Chicago, IL 60641",SingleFamilyResidence,$775/mo,#NAME?,https://www.zillow.com/homedetails/2801-N-Keating-Ave-2801306-Chicago-IL-60641/2072729907_zpid/
"325 Forest Ave, Oak Park, IL 60302",SingleFamilyResidence,"$3,495/mo","3 bds1.5 ba1,500 sqft- House for rent",https://www.zillow.com/homedetails/325-Forest-Ave-Oak-Park-IL-60302/3803234_zpid/
"1140 Ontario St Apt 2, Oak Park, IL 60302",SingleFamilyResidence,"$1,795/mo","2 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/1140-Ontario-St-APT-2-Oak-Park-IL-60302/2089966916_zpid/
"415 E Wilson St #1, Palatine, IL 60074",SingleFamilyResidence,"$1,950/mo","3 bds2 ba2,000 sqft- Townhouse for rent",https://www.zillow.com/homedetails/415-E-Wilson-St-1-Palatine-IL-60074/2072730213_zpid/
"4859 W Roscoe St, Chicago, IL", 1 bd,"$1,050 1 bd", 1 bd,https://www.zillow.com/homedetails/4859-W-Roscoe-St-Chicago-IL
"4500 W Congress Pkwy #2, Chicago, IL 60624",SingleFamilyResidence,"$1,300/mo","3 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/4500-W-Congress-Pkwy-2-Chicago-IL-60624/2072735090_zpid/
"4128-34 W. Addison St. / 3601-03 N. Kedvale Ave. | 4128 W Addison St, Chicago, IL", 2 bds,"$1,450+ 2 bds", 2 bds,https://www.zillow.com/homedetails/4128-34-W.-Addison-St.-/-3601-03-N.-Kedvale-Ave.---4128-W-Addison-St-Chicago-IL
"1549 N Latrobe Ave #2, Chicago, IL 60651",SingleFamilyResidence,"$1,395/mo","3 bds1 ba1,174 sqft- Apartment for rent",https://www.zillow.com/homedetails/1549-N-Latrobe-Ave-2-Chicago-IL-60651/2072740572_zpid/
"5435 W North Ave #1551, Chicago, IL 60651",SingleFamilyResidence,$795/mo,1 bd1 ba745 sqft- Apartment for rent,https://www.zillow.com/homedetails/5435-W-North-Ave-1551-Chicago-IL-60651/2072740571_zpid/
"32 N Main St Apt Gn, Glen Ellyn, IL 60137",SingleFamilyResidence,"$1,300/mo",2 bds1 ba728 sqft- Apartment for rent,https://www.zillow.com/homedetails/32-N-Main-St-APT-GN-Glen-Ellyn-IL-60137/2089342727_zpid/
"3256 W Palmer St Unit 1, Chicago, IL 60647",SingleFamilyResidence,"$2,750/mo",2 bds1.5 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3256-W-Palmer-St-UNIT-1-Chicago-IL-60647/2072740961_zpid/
"5454 W Byron St Apt 2, Chicago, IL 60641",SingleFamilyResidence,"$1,175/mo",2 bds1 ba785 sqft- Apartment for rent,https://www.zillow.com/homedetails/5454-W-Byron-St-APT-2-Chicago-IL-60641/2072741482_zpid/
"5435 W Quincy St #2, Chicago, IL 60644",SingleFamilyResidence,"$1,500/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/5435-W-Quincy-St-2-Chicago-IL-60644/2072741511_zpid/
"5130 W Montrose Ave #1, Chicago, IL 60641",SingleFamilyResidence,"$1,500/mo","2 bds1 ba1,250 sqft- Apartment for rent",https://www.zillow.com/homedetails/5130-W-Montrose-Ave-1-Chicago-IL-60641/2105724718_zpid/
"2834 W Fullerton Ave #3, Elmwood Park, IL 60707",SingleFamilyResidence,"$1,975/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2834-W-Fullerton-Ave-3-Elmwood-Park-IL-60707/2072760982_zpid/
"(Undisclosed Address), Chicago, IL 60634",SingleFamilyResidence,"$1,175/mo",1 bd1 ba900 sqft- Apartment for rent,https://www.zillow.com/homedetails/Chicago-IL-60634/2079081831_zpid/
"5401 W Berenice Ave #2, Chicago, IL 60641",SingleFamilyResidence,"$1,450/mo",2 bds1 ba775 sqft- Apartment for rent,https://www.zillow.com/homedetails/5401-W-Berenice-Ave-2-Chicago-IL-60641/2072764740_zpid/
"4616 N Sayre Ave, Harwood Heights, IL 60706",SingleFamilyResidence,"$1,500/mo","3 bds1.5 ba1,350 sqft- Apartment for rent",https://www.zillow.com/homedetails/4616-N-Sayre-Ave-Harwood-Heights-IL-60706/2073733192_zpid/
"3848 W Roscoe St #2, Chicago, IL 60618",SingleFamilyResidence,"$1,450/mo","3 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/3848-W-Roscoe-St-2-Chicago-IL-60618/2119705979_zpid/
"454 S Spring Rd Unit 3, Elmhurst, IL 60126",SingleFamilyResidence,"$1,100/mo",1 bd1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/454-S-Spring-Rd-UNIT-3-Elmhurst-IL-60126/2075591780_zpid/
"3821 N Lawndale Ave #3, Chicago, IL 60618",SingleFamilyResidence,"$1,250/mo","1 bd1 ba1,060 sqft- Apartment for rent",https://www.zillow.com/homedetails/3821-N-Lawndale-Ave-3-Chicago-IL-60618/2072766265_zpid/
"3933 N Keeler Ave Apt 2e, Chicago, IL 60641",SingleFamilyResidence,"$1,050/mo",1 bd1 ba900 sqft- Apartment for rent,https://www.zillow.com/homedetails/3933-N-Keeler-Ave-APT-2E-Chicago-IL-60641/2114550587_zpid/
"Iroquois Club Apartments | 1101 Iroquois Ave, Naperville, IL", Studio,"$1,165+ Studio", Studio,https://www.zillow.com/homedetails/Iroquois-Club-Apartments---1101-Iroquois-Ave-Naperville-IL
"3652 W Eddy St #2, Chicago, IL 60618",SingleFamilyResidence,"$1,550/mo",2 bds1 ba900 sqft- Apartment for rent,https://www.zillow.com/homedetails/3652-W-Eddy-St-2-Chicago-IL-60618/2085328660_zpid/
"3148 N Linder Ave, Chicago, IL", Studio,$750+ Studio, Studio,https://www.zillow.com/homedetails/3148-N-Linder-Ave-Chicago-IL
"3325 N Kedzie Ave, Chicago, IL 60618",SingleFamilyResidence,"$2,995/mo","3 bds3 ba3,100 sqft- House for rent",https://www.zillow.com/homedetails/3325-N-Kedzie-Ave-Chicago-IL-60618/3668332_zpid/
"Oak Park Place | 479 N Harlem Ave, Oak Park, IL", Studio,"$1,199+ Studio", Studio,https://www.zillow.com/homedetails/Oak-Park-Place---479-N-Harlem-Ave-Oak-Park-IL
"3400 W Cortland St #g, Chicago, IL 60647",SingleFamilyResidence,"$1,375/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3400-W-Cortland-St-G-Chicago-IL-60647/2072796151_zpid/
"1914 N Kimball Ave #3, Chicago, IL 60647",SingleFamilyResidence,"$1,600/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/1914-N-Kimball-Ave-3-Chicago-IL-60647/2119489861_zpid/
"3705 W Altgeld St Apt 2, Chicago, IL 60647",SingleFamilyResidence,"$1,550/mo",2 bds1 ba900 sqft- Apartment for rent,https://www.zillow.com/homedetails/3705-W-Altgeld-St-APT-2-Chicago-IL-60647/87726100_zpid/
"5336 W Adams St #g, Chicago, IL 60644",SingleFamilyResidence,$875/mo,Studio1 ba900 sqft- Apartment for rent,https://www.zillow.com/homedetails/5336-W-Adams-St-G-Chicago-IL-60644/2072798071_zpid/
"413 N Main St Ste 2, Glen Ellyn, IL 60137",SingleFamilyResidence,$825/mo,Studio1 ba500 sqft- Apartment for rent,https://www.zillow.com/homedetails/413-N-Main-St-STE-2-Glen-Ellyn-IL-60137/2089735962_zpid/
"2814 N 72nd Ct, Elmwood Park, IL 60707",SingleFamilyResidence,"$1,195/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2814-N-72nd-Ct-Elmwood-Park-IL-60707/2072798215_zpid/
"714 N Main St, Mount Prospect, IL 60056",SingleFamilyResidence,"$2,250/mo","3 bds1 ba1,100 sqft- House for rent",https://www.zillow.com/homedetails/714-N-Main-St-Mount-Prospect-IL-60056/3325377_zpid/
"226 W Division St #979922, Villa Park, IL 60181",SingleFamilyResidence,$895+/mo,1 bd1 ba650 sqft- Apartment for rent,https://www.zillow.com/homedetails/226-W-Division-St-979922-Villa-Park-IL-60181/2072798891_zpid/
"3415 W Fullerton Ave Unit 1r, Chicago, IL 60647",SingleFamilyResidence,"$1,241/mo",2 bds1 ba875 sqft- Apartment for rent,https://www.zillow.com/homedetails/3415-W-Fullerton-Ave-UNIT-1R-Chicago-IL-60647/2080503204_zpid/
"3-2120 N Lyndale St #3, Chicago, IL 60647",SingleFamilyResidence,"$1,900/mo","2 bds2 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/3-2120-N-Lyndale-St-3-Chicago-IL-60647/2072799780_zpid/
"3115 N Keating Ave, Chicago, IL 60641",SingleFamilyResidence,"$1,300/mo","2 bds1 ba1,500 sqft- Apartment for rent",https://www.zillow.com/homedetails/3115-N-Keating-Ave-Chicago-IL-60641/2091372951_zpid/
"3216 W Augusta Blvd #3, Chicago, IL 60651",SingleFamilyResidence,"$1,850/mo","2 bds1 ba1,250 sqft- Apartment for rent",https://www.zillow.com/homedetails/3216-W-Augusta-Blvd-3-Chicago-IL-60651/2072803220_zpid/
"Marq on Main | 4755 Main St, Lisle, IL", 1 bd,"$1,568+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Marq-on-Main---4755-Main-St-Lisle-IL
"(Undisclosed Address), Chicago, IL 60634",SingleFamilyResidence,"$1,750/mo","3 bds1 ba1,023 sqft- Apartment for rent",https://www.zillow.com/homedetails/Chicago-IL-60634/3598600_zpid/
"3814 N Saint Louis Ave, Chicago, IL 60618",SingleFamilyResidence,"$2,100/mo","2 bds2 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/3814-N-Saint-Louis-Ave-Chicago-IL-60618/2081518246_zpid/
"214 S Linden Ave, Elmhurst, IL 60126",SingleFamilyResidence,"$2,500/mo","3 bds2 ba1,200 sqft- House for rent",https://www.zillow.com/homedetails/214-S-Linden-Ave-Elmhurst-IL-60126/4462245_zpid/
"1 N Chestnut Ave Apt 2f, Arlington Heights, IL 60005",SingleFamilyResidence,"$1,450/mo",1 bd1 ba800 sqft- Condo for rent,https://www.zillow.com/homedetails/1-N-Chestnut-Ave-APT-2F-Arlington-Heights-IL-60005/80817534_zpid/
"3229 W Division St #1, Chicago, IL 60651",SingleFamilyResidence,"$1,525/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3229-W-Division-St-1-Chicago-IL-60651/2072816834_zpid/
"1027 Fargo Blvd, Geneva, IL", 1 bd,"$1,145 1 bd", 1 bd,https://www.zillow.com/homedetails/1027-Fargo-Blvd-Geneva-IL
"3227 W Division St #2e, Chicago, IL 60651",SingleFamilyResidence,"$1,400/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3227-W-Division-St-2E-Chicago-IL-60651/2082527592_zpid/
"279 Gregory St Apt 2, Aurora, IL 60504",SingleFamilyResidence,"$1,350/mo",2 bds1.5 ba890 sqft- Apartment for rent,https://www.zillow.com/homedetails/279-Gregory-St-APT-2-Aurora-IL-60504/2075616928_zpid/
"920 N Keeler Ave #1, Chicago, IL 60651",SingleFamilyResidence,"$1,275/mo","2 bds1 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/920-N-Keeler-Ave-1-Chicago-IL-60651/2072821384_zpid/
"429 N Central Park Ave #1, Chicago, IL 60624",SingleFamilyResidence,"$1,100/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/429-N-Central-Park-Ave-1-Chicago-IL-60624/2079239166_zpid/
"374 N Avers Ave #2, Chicago, IL 60624",SingleFamilyResidence,"$1,200/mo",3 bds1 ba175 sqft- Apartment for rent,https://www.zillow.com/homedetails/374-N-Avers-Ave-2-Chicago-IL-60624/2119217737_zpid/
"2606 N Austin Ave, Chicago, IL 60639",SingleFamilyResidence,"$1,350/mo",2 bds1 ba990 sqft- Townhouse for rent,https://www.zillow.com/homedetails/2606-N-Austin-Ave-Chicago-IL-60639/2079299569_zpid/
"620 N Hamlin Ave #2, Chicago, IL 60624",SingleFamilyResidence,"$1,300/mo","4 bds1 ba1,120 sqft- Apartment for rent",https://www.zillow.com/homedetails/620-N-Hamlin-Ave-2-Chicago-IL-60624/2120451669_zpid/
"612 N Hamlin Ave #1, Chicago, IL 60624",SingleFamilyResidence,"$1,300/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/612-N-Hamlin-Ave-1-Chicago-IL-60624/2079239172_zpid/
"4441 W Washington Blvd Apt 3, Chicago, IL 60624",SingleFamilyResidence,"$1,300/mo","3 bds1 ba1,126 sqft- Apartment for rent",https://www.zillow.com/homedetails/4441-W-Washington-Blvd-APT-3-Chicago-IL-60624/2109194296_zpid/
"1020 N Avers Ave #2, Chicago, IL 60651",SingleFamilyResidence,"$1,300/mo","3 bds1 ba1,090 sqft- Apartment for rent",https://www.zillow.com/homedetails/1020-N-Avers-Ave-2-Chicago-IL-60651/2125918038_zpid/
"1505 N Laramie Ave, Chicago, IL", 3 bds,"$1,200+ 3 bds", 3 bds,https://www.zillow.com/homedetails/1505-N-Laramie-Ave-Chicago-IL
"5267 W North Ave #2, Chicago, IL 60639",SingleFamilyResidence,"$1,200/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/5267-W-North-Ave-2-Chicago-IL-60639/2085651655_zpid/
"232 N Leamington Ave #2, Chicago, IL 60644",SingleFamilyResidence,"$1,500/mo","4 bds1 ba1,205 sqft- Apartment for rent",https://www.zillow.com/homedetails/232-N-Leamington-Ave-2-Chicago-IL-60644/2090589730_zpid/
"3826 W Van Buren St #2, Chicago, IL 60624",SingleFamilyResidence,"$1,200/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3826-W-Van-Buren-St-2-Chicago-IL-60624/2085651645_zpid/
"722 N Cicero Ave Apt 2, Chicago, IL 60644",SingleFamilyResidence,"$1,500/mo",4 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/722-N-Cicero-Ave-APT-2-Chicago-IL-60644/2100106101_zpid/
"4530 W Jackson Blvd #1, Chicago, IL 60624",SingleFamilyResidence,"$1,375/mo",3 bds2 ba800 sqft- Apartment for rent,https://www.zillow.com/homedetails/4530-W-Jackson-Blvd-1-Chicago-IL-60624/101397830_zpid/
"4127 W Washington Blvd #1, Chicago, IL 60624",SingleFamilyResidence,"$1,375/mo",4 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/4127-W-Washington-Blvd-1-Chicago-IL-60624/2090877567_zpid/
"722 N Cicero Ave Apt 2, Chicago, IL 60644",SingleFamilyResidence,"$1,500/mo",4 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/722-N-Cicero-Ave-APT-2-Chicago-IL-60644/2100106101_zpid/
"1542 N Lawndale Ave #2, Chicago, IL 60651",SingleFamilyResidence,"$1,650/mo","4 bds2 ba1,400 sqft- Apartment for rent",https://www.zillow.com/homedetails/1542-N-Lawndale-Ave-2-Chicago-IL-60651/2072821459_zpid/
"2619 N Spaulding Ave Apt 2e, Chicago, IL 60647",SingleFamilyResidence,"$1,300/mo",1 bd1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2619-N-Spaulding-Ave-APT-2E-Chicago-IL-60647/2108230233_zpid/
"3907 W Wellington Ave, Chicago, IL 60618",SingleFamilyResidence,"$2,100/mo","2 bds1 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/3907-W-Wellington-Ave-Chicago-IL-60618/2084249258_zpid/
"3108-16 N. Milwaukee Ave. | 3108-16 N Milwaukee Ave, Chicago, IL", Studio,"$1,075 Studio", Studio,https://www.zillow.com/homedetails/3108-16-N.-Milwaukee-Ave.---3108-16-N-Milwaukee-Ave-Chicago-IL
"3211 W Armitage Ave Apt 2, Chicago, IL 60647",SingleFamilyResidence,"$2,000/mo","3 bds2 ba2,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/3211-W-Armitage-Ave-APT-2-Chicago-IL-60647/2096311362_zpid/
"3504 N Neenah Ave #1, Chicago, IL 60634",SingleFamilyResidence,"$1,400/mo",3 bds1 ba950 sqft- Apartment for rent,https://www.zillow.com/homedetails/3504-N-Neenah-Ave-1-Chicago-IL-60634/2072827295_zpid/
"3452 N Lawndale Ave #1, Chicago, IL 60618",SingleFamilyResidence,"$1,450/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/3452-N-Lawndale-Ave-1-Chicago-IL-60618/2100621726_zpid/
"3417 W Palmer St #1, Chicago, IL 60647",SingleFamilyResidence,"$1,375/mo","3 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/3417-W-Palmer-St-1-Chicago-IL-60647/2072828072_zpid/
"1900 N Laramie Ave #b, Chicago, IL 60639",SingleFamilyResidence,"$1,550/mo","2 bds2 ba1,415 sqft- Apartment for rent",https://www.zillow.com/homedetails/1900-N-Laramie-Ave-B-Chicago-IL-60639/2072828136_zpid/
"5008 W Sunnyside Ave #2, Chicago, IL 60630",SingleFamilyResidence,"$2,000/mo","3 bds1 ba1,300 sqft- Apartment for rent",https://www.zillow.com/homedetails/5008-W-Sunnyside-Ave-2-Chicago-IL-60630/2072829836_zpid/
"2923 N Milwaukee Ave, Chicago, IL", Studio,"$1,295 Studio", Studio,https://www.zillow.com/homedetails/2923-N-Milwaukee-Ave-Chicago-IL
"1035 Stephen Ct, Aurora, IL 60502",SingleFamilyResidence,"$2,395/mo","4 bds2.5 ba2,352 sqft- House for rent",https://www.zillow.com/homedetails/1035-Stephen-Ct-Aurora-IL-60502/63848388_zpid/
"3147 Bromley Ln, Aurora, IL 60502",SingleFamilyResidence,"$2,000/mo","3 bds2.5 ba1,560 sqft- Townhouse for rent",https://www.zillow.com/homedetails/3147-Bromley-Ln-Aurora-IL-60502/63770307_zpid/
"3434 N Milwaukee Ave Apt 1n, Chicago, IL 60641",SingleFamilyResidence,"$1,900+/mo","2 bds2 ba1,315 sqft- Apartment for rent",https://www.zillow.com/homedetails/3434-N-Milwaukee-Ave-APT-1N-Chicago-IL-60641/2096884932_zpid/
"3563 W Henderson St #3565-3, Chicago, IL 60618",SingleFamilyResidence,"$1,295/mo",1 bd1 ba560 sqft- Apartment for rent,https://www.zillow.com/homedetails/3563-W-Henderson-St-3565-3-Chicago-IL-60618/2072842104_zpid/
"214 Westmore Meyers Rd Apt A, Lombard, IL 60148",SingleFamilyResidence,"$1,200/mo",2 bds1 ba-- sqft- Townhouse for rent,https://www.zillow.com/homedetails/214-Westmore-Meyers-Rd-APT-A-Lombard-IL-60148/2094207831_zpid/
"2904 N Keating Ave, Chicago, IL 60641",SingleFamilyResidence,"$1,100/mo","2 bds1 ba2,194 sqft- Apartment for rent",https://www.zillow.com/homedetails/2904-N-Keating-Ave-Chicago-IL-60641/2120796089_zpid/
"224 Lake St #3, Oak Park, IL 60302",SingleFamilyResidence,"$2,500/mo","3 bds2 ba1,250 sqft- Apartment for rent",https://www.zillow.com/homedetails/224-Lake-St-3-Oak-Park-IL-60302/2072844957_zpid/
"3213 W Armitage Ave #2f, Chicago, IL 60647",SingleFamilyResidence,"$1,850/mo","2 bds1 ba1,350 sqft- Apartment for rent",https://www.zillow.com/homedetails/3213-W-Armitage-Ave-2F-Chicago-IL-60647/2102394524_zpid/
"3806 W Irving Park Rd Apt 2, Chicago, IL 60618",SingleFamilyResidence,"$1,200/mo",1 bd1 ba655 sqft- Apartment for rent,https://www.zillow.com/homedetails/3806-W-Irving-Park-Rd-APT-2-Chicago-IL-60618/2108334993_zpid/
"1616 N Harding Ave Apt 1w, Chicago, IL 60647",SingleFamilyResidence,"$1,100/mo","1 bd1 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/1616-N-Harding-Ave-APT-1W-Chicago-IL-60647/2099924754_zpid/
"4224 N Keeler Ave, Chicago, IL 60641",SingleFamilyResidence,"$1,800/mo","3 bds1 ba1,250 sqft- Apartment for rent",https://www.zillow.com/homedetails/4224-N-Keeler-Ave-Chicago-IL-60641/2077104118_zpid/
"1825 N Kedzie Ave Apt 1, Chicago, IL 60647",SingleFamilyResidence,"$2,400/mo","4 bds2 ba1,500 sqft- Apartment for rent",https://www.zillow.com/homedetails/1825-N-Kedzie-Ave-APT-1-Chicago-IL-60647/2072848986_zpid/
"43 Acerra Dr #43, Hillside, IL 60162",SingleFamilyResidence,$975+/mo,1 bd1 ba800 sqft- Apartment for rent,https://www.zillow.com/homedetails/43-Acerra-Dr-43-Hillside-IL-60162/2089588514_zpid/
"5149 W Wellington Ave, Chicago, IL", 2 bds,"$1,300+ 2 bds", 2 bds,https://www.zillow.com/homedetails/5149-W-Wellington-Ave-Chicago-IL
"6300 W Irving Park Rd Apt 201, Chicago, IL 60634",SingleFamilyResidence,$900/mo,Studio1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/6300-W-Irving-Park-Rd-APT-201-Chicago-IL-60634/2072859175_zpid/
"3843 W Addison St, Chicago, IL 60618",SingleFamilyResidence,"$3,000/mo","3 bds2 ba2,500 sqft- House for rent",https://www.zillow.com/homedetails/3843-W-Addison-St-Chicago-IL-60618/158483640_zpid/
"2258 N Keystone Ave #1, Chicago, IL 60639",SingleFamilyResidence,"$1,400/mo",2 bds1 ba900 sqft- Apartment for rent,https://www.zillow.com/homedetails/2258-N-Keystone-Ave-1-Chicago-IL-60639/2092570904_zpid/
"1743 N Lockwood Ave Apt 2, Chicago, IL 60639",SingleFamilyResidence,"$1,550/mo","3 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/1743-N-Lockwood-Ave-APT-2-Chicago-IL-60639/2091554279_zpid/
"7509 W Irving Park Rd #3, Chicago, IL 60634",SingleFamilyResidence,"$2,000/mo","2 bds2 ba1,250 sqft- Apartment for rent",https://www.zillow.com/homedetails/7509-W-Irving-Park-Rd-3-Chicago-IL-60634/70457182_zpid/
"2444 N Laramie Ave #1w, Chicago, IL 60639",SingleFamilyResidence,"$1,095/mo",2 bds1 ba850 sqft- Apartment for rent,https://www.zillow.com/homedetails/2444-N-Laramie-Ave-1W-Chicago-IL-60639/2072871355_zpid/
"1836 N Central Park Ave #1rb, Chicago, IL 60647",SingleFamilyResidence,"$1,100/mo",2 bds1 ba750 sqft- Apartment for rent,https://www.zillow.com/homedetails/1836-N-Central-Park-Ave-1RB-Chicago-IL-60647/2072872298_zpid/
"3707 W School St #1, Chicago, IL 60618",SingleFamilyResidence,"$1,550/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3707-W-School-St-1-Chicago-IL-60618/2097843619_zpid/
"2516 N Harding Ave #2, Chicago, IL 60647",SingleFamilyResidence,"$1,750/mo",2 bds2 ba950 sqft- Apartment for rent,https://www.zillow.com/homedetails/2516-N-Harding-Ave-2-Chicago-IL-60647/2072880221_zpid/
"125 N Euclid Ave, Oak Park, IL 60301",SingleFamilyResidence,"$1,650/mo",1 bd1 ba800 sqft- Condo for rent,https://www.zillow.com/homedetails/125-N-Euclid-Ave-Oak-Park-IL-60301/2072886891_zpid/
"3651 W Wabansia Ave #g, Chicago, IL 60647",SingleFamilyResidence,"$1,250/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/3651-W-Wabansia-Ave-G-Chicago-IL-60647/2072889869_zpid/
"5531 W Barry Ave #1, Chicago, IL 60641",SingleFamilyResidence,"$1,150/mo",1 bd1 ba700 sqft- Apartment for rent,https://www.zillow.com/homedetails/5531-W-Barry-Ave-1-Chicago-IL-60641/87692866_zpid/
"3739 W Huron St #2, Chicago, IL 60624",SingleFamilyResidence,"$1,190/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/3739-W-Huron-St-2-Chicago-IL-60624/2072891191_zpid/
"4831 W Quincy St #2, Chicago, IL 60644",SingleFamilyResidence,"$1,350/mo","3 bds1 ba2,492 sqft- Apartment for rent",https://www.zillow.com/homedetails/4831-W-Quincy-St-2-Chicago-IL-60644/2105228792_zpid/
"3314 W Dickens Ave, Chicago, IL 60647",SingleFamilyResidence,"$1,575/mo","2 bds1 ba1,698 sqft- Apartment for rent",https://www.zillow.com/homedetails/3314-W-Dickens-Ave-Chicago-IL-60647/2138347107_zpid/
"2643 N Spaulding Ave Apt 3w, Chicago, IL 60647",SingleFamilyResidence,"$1,395/mo",1 bd1 ba555 sqft- Apartment for rent,https://www.zillow.com/homedetails/2643-N-Spaulding-Ave-APT-3W-Chicago-IL-60647/2094492081_zpid/
"3941 N Monticello Ave Unit 201, Chicago, IL 60618",SingleFamilyResidence,"$1,350/mo",2 bds1 ba900 sqft- Apartment for rent,https://www.zillow.com/homedetails/3941-N-Monticello-Ave-UNIT-201-Chicago-IL-60618/2072892650_zpid/
